co_mun;tiposeade;estadual;federal;municipal;particular;total_geral
3519055;Unidade de Saúde Mental ;;;1;;1
3519071;Clínica;;;7;50;57
3519071;Consultório Isolado;;;;109;109
3519071;Diagnose e Terapia;;;;23;23
3519071;Hospital;;;1;1;2
3519071;Outros;;;4;5;9
3519071;Pronto Atendimento;;;3;;3
3519071;Unidade Básica de Saúde;4;;17;;21
3519071;Unidade de Saúde Mental ;;;3;;3
3519071;Unidade Móvel;;;11;;11
3519071;Vigilância em Saúde;;;1;;1
3519105;Clínica;;;;2;2
3519105;Consultório Isolado;;;;9;9
3519105;Hospital;;;;1;1
3519105;Outros;;;2;1;3
3519105;Unidade Básica de Saúde;;;4;;4
3519105;Unidade de Saúde Mental ;;;1;;1
3519105;Unidade Móvel;;;1;;1
3519204;Diagnose e Terapia;;;;1;1
3519204;Outros;;;2;1;3
3519204;Pronto Atendimento;;;1;;1
3519204;Unidade Básica de Saúde;;;2;;2
3519253;Diagnose e Terapia;;;;1;1
3519253;Outros;;;2;;2
3519253;Unidade Básica de Saúde;2;;4;;6
3519303;Clínica;;;1;3;4
3519303;Consultório Isolado;;;;36;36
3519303;Diagnose e Terapia;;;;5;5
3519303;Hospital;;;1;;1
3519303;Outros;;;2;;2
3519303;Unidade Básica de Saúde;;;9;1;10
3519303;Vigilância em Saúde;;;1;;1
3519402;Clínica;;;1;;1
3519402;Consultório Isolado;;;;10;10
3519402;Diagnose e Terapia;;;;6;6
3519402;Hospital;;;;1;1
3519402;Outros;;;1;;1
3519402;Unidade Básica de Saúde;;;3;;3
3519402;Unidade Móvel;;;1;;1
3519501;Diagnose e Terapia;;;;1;1
3519501;Outros;;;2;;2
3519501;Unidade Básica de Saúde;;;4;;4
3519600;Clínica;;;3;15;18
3519600;Consultório Isolado;;;;129;129
3519600;Diagnose e Terapia;;;;12;12
3519600;Hospital;;;;2;2
3519600;Outros;;;2;5;7
3519600;Pronto Atendimento;;;2;;2
3519600;Unidade Básica de Saúde;;;13;;13
3519600;Unidade de Saúde Mental ;;;1;;1
3519600;Unidade Móvel;;;1;;1
3519600;Vigilância em Saúde;;;3;;3
3519709;Clínica;;;3;8;11
3519709;Consultório Isolado;;;;19;19
3519709;Diagnose e Terapia;;;;2;2
3519709;Hospital;;;1;2;3
3519709;Outros;;;1;4;5
3519709;Unidade Básica de Saúde;;;16;;16
3519709;Unidade de Saúde Mental ;;;2;;2
3519709;Unidade Móvel;;;1;;1
3519709;Vigilância em Saúde;;;1;;1
3519808;Clínica;;;;5;5
3519808;Consultório Isolado;;;;6;6
3519808;Diagnose e Terapia;;;1;2;3
3519808;Outros;;;2;;2
3519808;Unidade Básica de Saúde;1;;5;;6
3519808;Unidade Móvel;;;1;;1
3519907;Clínica;;;1;1;2
3519907;Consultório Isolado;;;;6;6
3519907;Diagnose e Terapia;;;;2;2
3519907;Hospital;;;1;;1
3519907;Outros;;;2;7;9
3519907;Unidade Básica de Saúde;;;4;;4
3519907;Vigilância em Saúde;;;1;;1
3520004;Clínica;;;2;1;3
3520004;Consultório Isolado;;;;9;9
3520004;Outros;;;1;;1
3520004;Pronto Atendimento;;;1;;1
3520004;Unidade Básica de Saúde;;;4;;4
3520004;Unidade de Saúde Mental ;;;1;;1
3520103;Clínica;;;3;5;8
3520103;Consultório Isolado;;;;51;51
3520103;Diagnose e Terapia;;;;4;4
3520103;Hospital;;;;1;1
3520103;Outros;;;5;;5
3520103;Unidade Básica de Saúde;;;8;;8
3520103;Unidade de Saúde Mental ;;;1;;1
3520202;Clínica;;;;1;1
3520202;Consultório Isolado;;;;1;1
3520202;Diagnose e Terapia;;;1;2;3
3520202;Outros;;;3;;3
3520202;Unidade Básica de Saúde;;;4;;4
3520202;Unidade Móvel;;;1;;1
3520301;Clínica;;;2;5;7
3520301;Consultório Isolado;;;;8;8
3520301;Diagnose e Terapia;;;;3;3
3520301;Outros;;;1;1;2
3520301;Pronto Atendimento;;;1;;1
3520301;Unidade Básica de Saúde;;;9;;9
3520301;Unidade de Saúde Mental ;;;1;;1
3520301;Vigilância em Saúde;;;1;;1
3520400;Clínica;;;4;4;8
3520400;Consultório Isolado;;;;8;8
3520400;Diagnose e Terapia;;;;4;4
3520400;Hospital;;;1;;1
3520400;Outros;;;8;3;11
3520400;Unidade Básica de Saúde;;;12;1;13
3520400;Unidade de Saúde Mental ;;;1;;1
3520400;Unidade Móvel;;;2;;2
3520400;Vigilância em Saúde;;;2;;2
3520426;Clínica;;;;1;1
3520426;Consultório Isolado;;;;1;1
3520426;Diagnose e Terapia;;;;1;1
3520426;Outros;;;2;;2
3520426;Pronto Atendimento;;;1;;1
3520426;Unidade Básica de Saúde;;;7;;7
3520442;Clínica;;;4;16;20
3520442;Consultório Isolado;;;;94;94
3520442;Diagnose e Terapia;;;;8;8
3520442;Hospital;;;;1;1
3520442;Outros;;;3;;3
3520442;Unidade Básica de Saúde;;;7;1;8
3520442;Unidade de Saúde Mental ;;;1;;1
3520509;Clínica;;;7;69;76
3520509;Consultório Isolado;;;1;272;273
3520509;Diagnose e Terapia;;;1;31;32
3520509;Hospital;;;1;5;6
3520509;Outros;;;5;29;34
3520509;Pronto Atendimento;;;1;1;2
3520509;Unidade Básica de Saúde;;;17;;17
3520509;Unidade de Saúde Mental ;;;3;;3
3520509;Unidade Móvel;1;;;3;4
3520509;Vigilância em Saúde;;;1;;1
3520608;Clínica;;;1;;1
3520608;Consultório Isolado;;;;3;3
3520608;Outros;;;1;;1
3520608;Unidade Básica de Saúde;;;3;;3
3520608;Vigilância em Saúde;;;1;;1
3520707;Clínica;;;;1;1
3520707;Consultório Isolado;;;;2;2
3520707;Hospital;;;;1;1
3520707;Outros;;;1;;1
3520707;Unidade Básica de Saúde;;;2;;2
3520806;Outros;;;1;;1
3520806;Unidade Básica de Saúde;;;1;;1
3520905;Clínica;;;;1;1
3520905;Consultório Isolado;;;;7;7
3520905;Diagnose e Terapia;;;;3;3
3520905;Hospital;;;;1;1
3520905;Outros;;;1;3;4
3520905;Unidade Básica de Saúde;;;3;;3
3520905;Unidade de Saúde Mental ;;;1;;1
3520905;Unidade Móvel;;;1;;1
3521002;Clínica;;;1;1;2
3521002;Consultório Isolado;;;;14;14
3521002;Diagnose e Terapia;;;;2;2
3521002;Outros;;;4;;4
3521002;Pronto Atendimento;;;2;;2
3521002;Unidade Básica de Saúde;1;;5;;6
3521002;Unidade de Saúde Mental ;;;1;;1
3521002;Unidade Móvel;;;1;;1
3521101;Clínica;;;1;;1
3521101;Outros;;;2;;2
3521101;Unidade Básica de Saúde;;;3;;3
3521101;Unidade Móvel;;;1;;1
3521101;Vigilância em Saúde;;;1;;1
3521150;Clínica;;;1;;1
3521150;Outros;;;1;;1
3521150;Unidade Básica de Saúde;;;1;;1
3521200;Outros;;;1;;1
3521200;Pronto Atendimento;;;1;;1
3521200;Unidade Básica de Saúde;;;2;;2
3521200;Unidade Móvel;;;1;;1
3521309;Clínica;;;1;;1
3521309;Consultório Isolado;;;;51;51
3521309;Diagnose e Terapia;;;;3;3
3521309;Hospital;;;;1;1
3521309;Outros;;;1;;1
3521309;Pronto Atendimento;;;1;;1
3521309;Unidade Básica de Saúde;;;7;;7
3521309;Unidade de Saúde Mental ;;;1;;1
3521408;Clínica;;;2;3;5
3521408;Consultório Isolado;;;;12;12
3521408;Diagnose e Terapia;;;;6;6
3521408;Outros;;;2;;2
3521408;Pronto Atendimento;;;1;;1
3521408;Unidade Básica de Saúde;;;4;;4
3521408;Unidade de Saúde Mental ;;;1;;1
3521507;Consultório Isolado;;;;4;4
3521507;Diagnose e Terapia;;;;2;2
3521507;Outros;;;1;;1
3521507;Unidade Básica de Saúde;;;3;;3
3521507;Unidade Móvel;;;1;;1
3521606;Consultório Isolado;;;;1;1
3521606;Outros;;;1;;1
3521606;Pronto Atendimento;;;1;;1
3521606;Unidade Básica de Saúde;2;;3;;5
3521606;Vigilância em Saúde;;;1;;1
3521705;Clínica;;;2;2;4
3521705;Consultório Isolado;;;;2;2
3521705;Diagnose e Terapia;;;;2;2
3521705;Hospital;;;1;;1
3521705;Outros;;;5;;5
3521705;Unidade Básica de Saúde;;;9;;9
3521705;Unidade de Saúde Mental ;;;1;;1
3521804;Clínica;;;2;2;4
3521804;Consultório Isolado;;;;3;3
3521804;Diagnose e Terapia;;;;6;6
3521804;Hospital;;;;1;1
3521804;Outros;;;5;;5
3521804;Unidade Básica de Saúde;1;;5;;6
3521804;Unidade de Saúde Mental ;;;1;;1
3521804;Unidade Móvel;;;1;;1
3521804;Vigilância em Saúde;;;1;;1
3521903;Clínica;;;1;3;4
3521903;Consultório Isolado;;;;15;15
3521903;Diagnose e Terapia;;;;4;4
3521903;Hospital;;;;1;1
3521903;Outros;;;3;;3
3521903;Pronto Atendimento;;;1;;1
3521903;Unidade Básica de Saúde;;;5;;5
3521903;Unidade de Saúde Mental ;;;1;;1
3522000;Outros;;;1;;1
3522000;Unidade Básica de Saúde;;;1;;1
3522109;Clínica;;;7;17;24
3522109;Consultório Isolado;;;;34;34
3522109;Diagnose e Terapia;;;1;5;6
3522109;Hospital;1;;;2;3
3522109;Outros;;;7;7;14
3522109;Pronto Atendimento;;;1;;1
3522109;Unidade Básica de Saúde;;;11;;11
3522109;Unidade de Saúde Mental ;;;3;;3
3522109;Unidade Móvel;;;7;;7
3522158;Outros;;;2;;2
3522158;Unidade Básica de Saúde;;;1;;1
3522158;Unidade Móvel;;;1;;1
3522208;Clínica;;;2;21;23
3522208;Consultório Isolado;;;;36;36
3522208;Diagnose e Terapia;;;1;3;4
3522208;Hospital;1;;1;3;5
3522208;Outros;;;1;8;9
3522208;Pronto Atendimento;;;2;;2
3522208;Unidade Básica de Saúde;1;;14;;15
3522208;Unidade de Saúde Mental ;;;1;;1
3522208;Unidade Móvel;;;2;;2
3522208;Vigilância em Saúde;;;1;;1
3522307;Clínica;1;;11;27;39
3522307;Consultório Isolado;1;;;359;360
3522307;Diagnose e Terapia;;;1;18;19
3522307;Hospital;;;;2;2
3522307;Outros;;;7;18;25
3522307;Unidade Básica de Saúde;3;;19;1;23
3522307;Unidade de Saúde Mental ;;;3;;3
3522307;Unidade Móvel;;;9;1;10
3522307;Vigilância em Saúde;1;;;;1
3522406;Clínica;1;;5;33;39
3522406;Consultório Isolado;;;;257;257
3522406;Diagnose e Terapia;;;;8;8
3522406;Hospital;;;1;2;3
3522406;Outros;1;;7;10;18
3522406;Pronto Atendimento;;;1;;1
3522406;Unidade Básica de Saúde;;;24;1;25
3522406;Unidade de Saúde Mental ;;;2;;2
3522406;Unidade Móvel;;;2;;2
3522406;Vigilância em Saúde;1;;;;1
3522505;Clínica;1;;6;24;31
3522505;Consultório Isolado;;;;58;58
3522505;Diagnose e Terapia;;;;8;8
3522505;Hospital;1;;;2;3
3522505;Outros;;;5;2;7
3522505;Pronto Atendimento;;;4;2;6
3522505;Unidade Básica de Saúde;;;15;;15
3522505;Unidade de Saúde Mental ;;;3;;3
3522505;Unidade Móvel;;;8;;8
3522505;Vigilância em Saúde;;;3;;3
3522604;Clínica;;;6;12;18
3522604;Consultório Isolado;;;;125;125
3522604;Diagnose e Terapia;;;;10;10
3522604;Hospital;;;1;3;4
3522604;Outros;;;3;1;4
3522604;Unidade Básica de Saúde;;;13;1;14
3522604;Unidade de Saúde Mental ;;;2;;2
3522604;Unidade Móvel;;;2;;2
3522653;Clínica;;;1;;1
3522653;Outros;;;3;;3
3522653;Unidade Básica de Saúde;;;2;;2
3522653;Unidade Móvel;;;1;;1
3522703;Clínica;;;3;9;12
3522703;Consultório Isolado;;;;81;81
3522703;Diagnose e Terapia;;;;6;6
3522703;Hospital;;;;1;1
3522703;Outros;;;1;1;2
3522703;Unidade Básica de Saúde;;;8;;8
3522703;Unidade de Saúde Mental ;;;1;;1
3522703;Unidade Móvel;;;1;;1
3522802;Clínica;;;2;2;4
3522802;Consultório Isolado;;;;6;6
3522802;Diagnose e Terapia;;;;2;2
3522802;Hospital;;;;1;1
3522802;Outros;;1;4;;5
3522802;Unidade Básica de Saúde;;;4;;4
3522802;Unidade Móvel;;;1;;1
3522901;Clínica;;;1;1;2
3522901;Consultório Isolado;;;;2;2
3522901;Diagnose e Terapia;;;;3;3
3522901;Hospital;;;1;;1
3522901;Outros;;;1;;1
3522901;Pronto Atendimento;;;1;;1
3522901;Unidade Básica de Saúde;;;4;;4
3522901;Unidade de Saúde Mental ;;;1;;1
3522901;Unidade Móvel;;;1;;1
3523008;Diagnose e Terapia;;;;1;1
3523008;Outros;;;2;;2
3523008;Unidade Básica de Saúde;;;2;;2
3523008;Vigilância em Saúde;;;1;;1
3523107;Clínica;;;4;18;22
3523107;Consultório Isolado;;;1;49;50
3523107;Diagnose e Terapia;;;;8;8
3523107;Hospital;1;;;;1
3523107;Outros;;;5;2;7
3523107;Pronto Atendimento;;;3;2;5
3523107;Unidade Básica de Saúde;;;19;;19
3523107;Unidade de Saúde Mental ;;;2;;2
3523107;Unidade Móvel;;;7;;7
3523107;Vigilância em Saúde;;;2;;2
3523206;Clínica;;;4;5;9
3523206;Consultório Isolado;;;1;54;55
3523206;Diagnose e Terapia;;;;6;6
3523206;Hospital;;;;1;1
3523206;Outros;;;5;2;7
3523206;Unidade Básica de Saúde;;;12;;12
3523206;Unidade de Saúde Mental ;;;1;;1
3523206;Unidade Móvel;;;1;;1
3523305;Consultório Isolado;;;;1;1
3523305;Diagnose e Terapia;;;;1;1
3523305;Outros;;;2;1;3
3523305;Pronto Atendimento;;;1;;1
3523305;Unidade Básica de Saúde;;;7;;7
3523404;Clínica;;;7;42;49
3523404;Consultório Isolado;;;;137;137
3523404;Diagnose e Terapia;;;;19;19
3523404;Hospital;;;;3;3
3523404;Outros;;;3;5;8
3523404;Pronto Atendimento;;;1;1;2
3523404;Unidade Básica de Saúde;;;25;;25
3523404;Unidade de Saúde Mental ;;;2;;2
3523404;Unidade Móvel;;;2;;2
3523404;Vigilância em Saúde;;;2;;2
3523503;Consultório Isolado;;;;16;16
3523503;Diagnose e Terapia;;;;2;2
3523503;Hospital;;;;1;1
3523503;Outros;;;2;;2
3523503;Unidade Básica de Saúde;1;;3;;4
3523602;Clínica;;;1;;1
3523602;Consultório Isolado;;;;17;17
3523602;Diagnose e Terapia;;;;2;2
3523602;Hospital;;;1;;1
3523602;Outros;;;1;1;2
3523602;Unidade Básica de Saúde;2;;4;;6
3523602;Unidade Móvel;;;1;;1
3523602;Vigilância em Saúde;;;1;;1
3523701;Clínica;;;2;;2
3523701;Outros;;;1;;1
3523701;Unidade Básica de Saúde;;;3;;3
3523701;Vigilância em Saúde;;;1;;1
3523800;Clínica;;;;1;1
3523800;Consultório Isolado;;;;2;2
3523800;Diagnose e Terapia;;;;1;1
3523800;Outros;;;1;;1
3523800;Unidade Básica de Saúde;;;2;;2
3523909;Clínica;1;;16;108;125
3523909;Consultório Isolado;;;;214;214
3523909;Diagnose e Terapia;;;2;28;30
3523909;Hospital;1;;2;2;5
3523909;Outros;;;7;14;21
3523909;Pronto Atendimento;;;3;;3
3523909;Unidade Básica de Saúde;;;17;;17
3523909;Unidade de Saúde Mental ;;;2;;2
3523909;Unidade Móvel;;;2;;2
3523909;Vigilância em Saúde;;;1;;1
3524006;Clínica;;;6;15;21
3524006;Consultório Isolado;;;4;37;41
3524006;Diagnose e Terapia;;;;5;5
3524006;Hospital;;;1;1;2
3524006;Outros;;;3;3;6
3524006;Unidade Básica de Saúde;;;12;1;13
3524006;Unidade de Saúde Mental ;;;1;;1
3524006;Unidade Móvel;;;;1;1
3524105;Clínica;1;;2;8;11
3524105;Consultório Isolado;;;;203;203
3524105;Diagnose e Terapia;;;1;10;11
3524105;Hospital;;;;2;2
3524105;Outros;;;2;3;5
3524105;Unidade Básica de Saúde;;;12;;12
3524105;Unidade de Saúde Mental ;;;1;;1
3524105;Unidade Móvel;;;1;1;2
3524105;Vigilância em Saúde;;;1;;1
3524204;Clínica;;;1;;1
3524204;Consultório Isolado;;;1;4;5
3524204;Diagnose e Terapia;;;;1;1
3524204;Hospital;;;1;;1
3524204;Outros;;;2;;2
3524204;Unidade Básica de Saúde;;;3;;3
3524204;Unidade Móvel;;;1;;1
3524303;Clínica;;;5;28;33
3524303;Consultório Isolado;;;;179;179
3524303;Diagnose e Terapia;1;;1;7;9
3524303;Hospital;;;;2;2
3524303;Outros;;;4;10;14
3524303;Pronto Atendimento;;;1;2;3
3524303;Unidade Básica de Saúde;;;12;;12
3524303;Unidade de Saúde Mental ;;;1;;1
3524303;Unidade Móvel;;;4;;4
3524303;Vigilância em Saúde;;;1;;1
3524402;Clínica;;;3;55;58
3524402;Consultório Isolado;1;;;393;394
3524402;Diagnose e Terapia;;;2;37;39
3524402;Hospital;;;;6;6
3524402;Outros;;;5;17;22
3524402;Pronto Atendimento;;;2;2;4
3524402;Unidade Básica de Saúde;;;19;;19
3524402;Unidade de Saúde Mental ;;;3;;3
3524402;Unidade Móvel;;;4;;4
3524402;Vigilância em Saúde;;;1;;1
3524501;Clínica;;;;2;2
3524501;Hospital;;;;1;1
3524501;Outros;;;1;;1
3524501;Unidade Básica de Saúde;;;3;;3
3524600;Clínica;;;1;;1
3524600;Consultório Isolado;;;;9;9
3524600;Diagnose e Terapia;;;1;2;3
3524600;Outros;;;2;;2
3524600;Pronto Atendimento;;;1;;1
3524600;Unidade Básica de Saúde;;;7;;7
3524600;Vigilância em Saúde;;;1;;1
3524709;Clínica;;;6;32;38
3524709;Consultório Isolado;;;;60;60
3524709;Diagnose e Terapia;;;1;11;12
3524709;Hospital;;;1;1;2
3524709;Outros;;;6;4;10
3524709;Pronto Atendimento;;;1;;1
3524709;Unidade Básica de Saúde;;;12;;12
3524709;Unidade de Saúde Mental ;;;1;;1
3524709;Unidade Móvel;;;3;1;4
3524709;Vigilância em Saúde;;;1;;1
3524808;Clínica;1;;6;27;34
3524808;Consultório Isolado;;;;160;160
3524808;Diagnose e Terapia;;;1;16;17
3524808;Hospital;;;;2;2
3524808;Outros;1;;5;4;10
3524808;Pronto Atendimento;;;1;;1
3524808;Unidade Básica de Saúde;;;12;;12
3524808;Unidade de Saúde Mental ;;;1;;1
3524808;Unidade Móvel;;;3;;3
3524808;Vigilância em Saúde;1;;1;;2
3524907;Clínica;;;1;1;2
3524907;Consultório Isolado;;;;2;2
3524907;Outros;;;1;;1
3524907;Unidade Básica de Saúde;;;3;;3
3524907;Unidade Móvel;;;1;;1
3525003;Clínica;;;5;19;24
3525003;Consultório Isolado;;;;26;26
3525003;Diagnose e Terapia;;;;1;1
3525003;Hospital;;;;1;1
3525003;Outros;;;5;2;7
3525003;Pronto Atendimento;;;1;;1
3525003;Unidade Básica de Saúde;;;10;;10
3525003;Unidade de Saúde Mental ;;;1;;1
3525003;Unidade Móvel;;;4;;4
3525003;Vigilância em Saúde;;;3;;3
3525102;Clínica;;;4;9;13
3525102;Consultório Isolado;;;;41;41
3525102;Diagnose e Terapia;;;;3;3
3525102;Outros;;;4;1;5
3525102;Pronto Atendimento;;;1;;1
3525102;Unidade Básica de Saúde;1;;11;;12
3525102;Unidade Móvel;;;1;;1
3525102;Vigilância em Saúde;;;1;;1
3525201;Clínica;;;2;3;5
3525201;Consultório Isolado;;;;12;12
3525201;Diagnose e Terapia;;;;4;4
3525201;Hospital;;;;1;1
3525201;Outros;;;3;;3
3525201;Unidade Básica de Saúde;;;6;;6
3525201;Unidade de Saúde Mental ;;;1;;1
3525201;Unidade Móvel;;;;1;1
3525201;Vigilância em Saúde;;;1;;1
3525300;Clínica;;;10;116;126
3525300;Consultório Isolado;;;;332;332
3525300;Diagnose e Terapia;;;1;17;18
3525300;Hospital;;;;4;4
3525300;Outros;;;6;9;15
3525300;Pronto Atendimento;;;2;;2
3525300;Unidade Básica de Saúde;;;18;;18
3525300;Unidade de Saúde Mental ;;;2;;2
3525300;Unidade Móvel;;;4;;4
3525300;Vigilância em Saúde;;;1;;1
3525409;Outros;;;1;;1
3525409;Unidade Básica de Saúde;;;2;;2
3525508;Consultório Isolado;;;;14;14
3525508;Diagnose e Terapia;;;;2;2
3525508;Hospital;;;;1;1
3525508;Outros;;;2;5;7
3525508;Unidade Básica de Saúde;;;2;;2
3525508;Unidade Móvel;;;1;;1
3525508;Vigilância em Saúde;;;1;;1
3525607;Consultório Isolado;;;;1;1
3525607;Outros;;;1;;1
3525607;Unidade Básica de Saúde;;;3;;3
3525607;Vigilância em Saúde;;;1;;1
3525706;Clínica;;;2;4;6
3525706;Consultório Isolado;;;;63;63
3525706;Diagnose e Terapia;;;1;4;5
3525706;Hospital;;;;1;1
3525706;Outros;;;2;2;4
3525706;Unidade Básica de Saúde;;;8;;8
3525706;Unidade Móvel;;;1;;1
3525805;Clínica;;;;1;1
3525805;Outros;;;1;;1
3525805;Unidade Básica de Saúde;;;2;;2
3525854;Consultório Isolado;;;;2;2
3525854;Outros;;;2;;2
3525854;Unidade Básica de Saúde;;;1;;1
3525904;Clínica;1;;14;291;306
3525904;Consultório Isolado;;;;1.623;1.623
3525904;Diagnose e Terapia;1;;1;73;75
3525904;Hospital;1;;1;11;13
3525904;Outros;;;9;47;56
3525904;Pronto Atendimento;;;5;2;7
3525904;Unidade Básica de Saúde;1;;35;;36
3525904;Unidade de Saúde Mental ;;;4;;4
3525904;Unidade Móvel;;;6;1;7
3525904;Vigilância em Saúde;;;4;;4
3526001;Clínica;;;1;;1
3526001;Consultório Isolado;;;;15;15
3526001;Diagnose e Terapia;;;2;2;4
3526001;Hospital;;;;2;2
3526001;Outros;;;3;1;4
3526001;Pronto Atendimento;;;1;;1
3526001;Unidade Básica de Saúde;1;;9;1;11
3526001;Unidade de Saúde Mental ;;;1;;1
3526100;Consultório Isolado;;;;2;2
3526100;Diagnose e Terapia;;;1;1;2
3526100;Outros;;;3;;3
3526100;Pronto Atendimento;;;1;;1
3526100;Unidade Básica de Saúde;;;7;;7
3526100;Vigilância em Saúde;;;1;;1
3526209;Clínica;;;1;;1
3526209;Consultório Isolado;;;;3;3
3526209;Diagnose e Terapia;;;;2;2
3526209;Outros;;;1;;1
3526209;Unidade Básica de Saúde;;;10;;10
3526209;Unidade de Saúde Mental ;;;1;;1
3526209;Unidade Móvel;;;2;;2
3526308;Clínica;;;;1;1
3526308;Consultório Isolado;;;;1;1
3526308;Outros;;;2;;2
3526308;Unidade Básica de Saúde;;;4;;4
3526308;Unidade Móvel;;;1;;1
3526407;Clínica;;;2;3;5
3526407;Consultório Isolado;;;;75;75
3526407;Diagnose e Terapia;;;2;6;8
3526407;Hospital;;;;1;1
3526407;Outros;;;2;1;3
3526407;Unidade Básica de Saúde;;;8;;8
3526407;Unidade de Saúde Mental ;;;1;;1
3526506;Outros;;;2;;2
3526506;Unidade Básica de Saúde;4;;2;;6
3526506;Vigilância em Saúde;;;1;;1
3526605;Clínica;;;1;;1
3526605;Consultório Isolado;;;;1;1
3526605;Diagnose e Terapia;;;1;;1
3526605;Outros;;;1;1;2
3526605;Unidade Básica de Saúde;;;4;;4
3526704;Clínica;;;7;22;29
3526704;Consultório Isolado;;;2;171;173
3526704;Diagnose e Terapia;;;;18;18
3526704;Hospital;;;;2;2
3526704;Outros;;;2;3;5
3526704;Pronto Atendimento;;;1;1;2
3526704;Unidade Básica de Saúde;;;18;;18
3526704;Unidade de Saúde Mental ;;;3;;3
3526704;Unidade Móvel;;;;1;1
3526704;Vigilância em Saúde;;;3;;3
3526803;Clínica;;;3;18;21
3526803;Consultório Isolado;;;1;250;251
3526803;Diagnose e Terapia;;;;29;29
3526803;Hospital;;;;2;2
3526803;Outros;;;3;7;10
3526803;Pronto Atendimento;;;1;;1
3526803;Unidade Básica de Saúde;;;12;;12
3526803;Unidade de Saúde Mental ;;;1;;1
3526803;Unidade Móvel;;;2;1;3
3526902;Clínica;2;;6;54;62
3526902;Consultório Isolado;;;;849;849
3526902;Diagnose e Terapia;;;3;117;120
3526902;Hospital;;;;4;4
3526902;Outros;;;4;44;48
3526902;Pronto Atendimento;;;1;;1
3526902;Unidade Básica de Saúde;4;;34;;38
3526902;Unidade de Saúde Mental ;;;3;;3
3526902;Unidade Móvel;;;4;;4
3526902;Vigilância em Saúde;;;3;;3
3527009;Clínica;;;2;;2
3527009;Consultório Isolado;;;;8;8
3527009;Diagnose e Terapia;;;;3;3
3527009;Outros;;;1;;1
3527009;Unidade Básica de Saúde;;;4;;4
3527009;Unidade Móvel;;;;1;1
3527009;Vigilância em Saúde;;;1;;1
3527108;Clínica;;;6;29;35
3527108;Consultório Isolado;;;;510;510
3527108;Diagnose e Terapia;;;2;34;36
3527108;Hospital;1;;;3;4
3527108;Outros;;;6;6;12
3527108;Unidade Básica de Saúde;1;;15;;16
3527108;Unidade de Saúde Mental ;;;3;;3
3527108;Unidade Móvel;;;;1;1
3527207;Clínica;1;;5;24;30
3527207;Consultório Isolado;1;;;253;254
3527207;Diagnose e Terapia;;;2;16;18
3527207;Hospital;;;;3;3
3527207;Outros;;;3;25;28
3527207;Unidade Básica de Saúde;;;18;;18
3527207;Unidade de Saúde Mental ;;;1;;1
3527207;Unidade Móvel;;;1;1;2
3527256;Outros;;;2;;2
3527256;Unidade Básica de Saúde;;;2;;2
3527306;Clínica;;;3;11;14
3527306;Consultório Isolado;;;;23;23
3527306;Diagnose e Terapia;;;1;5;6
3527306;Hospital;;;1;1;2
3527306;Outros;;;1;1;2
3527306;Unidade Básica de Saúde;;;6;;6
3527306;Unidade de Saúde Mental ;;;1;;1
3527306;Vigilância em Saúde;;;1;;1
3527405;Clínica;;;;1;1
3527405;Consultório Isolado;;;;27;27
3527405;Diagnose e Terapia;;;;4;4
3527405;Hospital;;;;1;1
3527405;Outros;;;4;;4
3527405;Unidade Básica de Saúde;1;;5;;6
3527405;Unidade de Saúde Mental ;;;1;;1
3527504;Outros;;;2;;2
3527504;Unidade Básica de Saúde;;;1;;1
3527603;Clínica;;;1;1;2
3527603;Consultório Isolado;;;;11;11
3527603;Diagnose e Terapia;;;1;1;2
3527603;Outros;;;4;;4
3527603;Unidade Básica de Saúde;;;8;;8
3527603;Unidade Móvel;;;1;;1
3527603;Vigilância em Saúde;;;1;;1
3527702;Clínica;;;;1;1
3527702;Consultório Isolado;;;;3;3
3527702;Outros;;;2;1;3
3527702;Unidade Básica de Saúde;;;1;;1
3527801;Outros;;;2;;2
3527801;Unidade Básica de Saúde;;;2;;2
3527900;Consultório Isolado;;;;1;1
3527900;Outros;;;2;;2
3527900;Unidade Básica de Saúde;;;1;;1
3528007;Clínica;;;4;13;17
3528007;Consultório Isolado;;;;18;18
3528007;Diagnose e Terapia;;;1;2;3
3528007;Hospital;;;;1;1
3528007;Outros;;;1;;1
3528007;Unidade Básica de Saúde;;;4;;4
3528007;Unidade de Saúde Mental ;;;1;;1
3528007;Vigilância em Saúde;;;1;;1
3528106;Clínica;;;1;;1
3528106;Consultório Isolado;;;;5;5
3528106;Diagnose e Terapia;;;;2;2
3528106;Hospital;;;;1;1
3528106;Outros;;;1;;1
3528106;Unidade Básica de Saúde;;;2;;2
3528205;Consultório Isolado;;;;2;2
3528205;Outros;;;1;;1
3528205;Unidade Básica de Saúde;;;1;;1
3528304;Clínica;;;1;;1
3528304;Consultório Isolado;;;;1;1
3528304;Outros;;;1;;1
3528304;Unidade Básica de Saúde;;;1;;1
3528403;Clínica;;;3;12;15
3528403;Consultório Isolado;;;1;39;40
3528403;Diagnose e Terapia;;;;1;1
3528403;Outros;;;2;;2
3528403;Pronto Atendimento;;;1;;1
3528403;Unidade Básica de Saúde;1;;12;;13
3528403;Unidade de Saúde Mental ;;;1;;1
3528403;Unidade Móvel;;;1;;1
3528502;Clínica;;;5;8;13
3528502;Consultório Isolado;;;;8;8
3528502;Diagnose e Terapia;;;;3;3
3528502;Hospital;;;1;1;2
